"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","spend_share","spend_share_refresh","mean_spend","total_spend","mean_exposure","mean_exposure_refresh","effect_share","effect_share_refresh","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","solID","trial","iterNG","iterPar","iterations","robynPareto","mean_response","mean_spend_adstocked","mean_carryover","roi_mean","roi_total","cpa_mean","cpa_total","cluster","top_sol","boot_mean","boot_se","ci_low","ci_up","carryover_pct"
"94","paid_search",3030.89971938114,171140.928880375,0.0340784127515623,1711.40928880375,0.0321408804379942,171140.928880375,0.0340784127515623,1711.40928880375,0.0321408804379942,TRUE,0.297445999778094,0.297445999778094,30128.9055146277,3012890.55146277,NA,NA,0.261886022540072,0.261886022540072,1,0.0111492197899444,NA,NA,0.202109877060846,NA,NA,0.202109877060846,0.469345507776297,0,466.473654012327,0.005640838849,81263.2971590817,1e-04,"1_369_1",1,369,1,369,5,1711.40928880375,45905.6823123415,15776.7767977138,0.0568029027132384,0.0568029027132384,17.6047341286124,17.6047341286124,3,FALSE,0.050863949674026,0.0030520423666056,0.0133192347870684,0.0886217523500738,0.346726745664457
"95","social",0,0,0,0,0,0,0,0,0,TRUE,0.162751814066573,0.162751814066573,16485.459653195,1648545.9653195,NA,NA,0,0,1,0.0111492197899444,NA,NA,0.202109877060846,NA,NA,0.202109877060846,0.469345507776297,0,466.473654012327,0.005640838849,81263.2971590817,1e-04,"1_369_1",1,369,1,369,5,0,27400.5135560816,10915.0539028866,0,0,Inf,Inf,3,FALSE,0,0,0,0,NA
"96","display",4391.35179939747,259249.592340467,0.0516230376406809,2592.49592340467,0.0486880035391066,259249.592340467,0.0516230376406809,2592.49592340467,0.0486880035391066,TRUE,0.0812633037835251,0.0812633037835251,8231.32401621435,823132.401621435,NA,NA,0.396713077504896,0.396713077504896,1,0.0111492197899444,NA,NA,0.202109877060846,NA,NA,0.202109877060846,0.469345507776297,0,466.473654012327,0.005640838849,81263.2971590817,1e-04,"1_369_1",1,369,1,369,5,2592.49592340467,13480.4596801224,5249.13566390803,0.314954911056578,0.314954911056578,3.17505765077707,3.17505765077707,3,FALSE,0.11716472045816,0.00898151402797058,0.00659233408612599,0.228191688418101,0.58049660832588
"97","(Intercept)",45542.3902054893,4554239.02054893,0.906862187361508,45542.3902054893,0.850538466125795,4554239.02054893,0.906862187361508,45542.3902054893,0.850538466125795,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0066359725105205,NA,NA,0.202570580243212,NA,NA,0.202570580243212,0.387500915695393,0,13.4969072832727,6.609520985e-05,81263.2971590817,1e-04,"1_376_1",1,376,1,376,6,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"98","competitors",-3312.05445441028,-332561.483954358,-0.0662212574724916,0,0,-332561.483954358,-0.0662212574724916,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0066359725105205,NA,NA,0.202570580243212,NA,NA,0.202570580243212,0.387500915695393,0,13.4969072832727,6.609520985e-05,81263.2971590817,1e-04,"1_376_1",1,376,1,376,6,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"99","season",2132.99569165917,-3.22659089694043,-6.42494446452538e-07,-0.0325918272418221,-6.08676940876834e-07,-3.22659089694043,-6.42494446452538e-07,-0.0325918272418221,-6.08676940876834e-07,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0066359725105205,NA,NA,0.202570580243212,NA,NA,0.202570580243212,0.387500915695393,0,13.4969072832727,6.609520985e-05,81263.2971590817,1e-04,"1_376_1",1,376,1,376,6,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"100","trend",3685.52644904949,552828.967357424,0.110081988299799,5528.28967357424,0.103244976779769,552828.967357424,0.110081988299799,5528.28967357424,0.103244976779769,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0066359725105205,NA,NA,0.202570580243212,NA,NA,0.202570580243212,0.387500915695393,0,13.4969072832727,6.609520985e-05,81263.2971590817,1e-04,"1_376_1",1,376,1,376,6,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"101","tv",1517.01945717192,84443.1317208465,0.0168147264108226,844.431317208466,0.0157703913660751,84443.1317208465,0.0168147264108226,844.431317208466,0.0157703913660751,TRUE,0.458538882371808,0.458538882371808,46446.328651486,4644632.8651486,NA,NA,0.341223679619097,0.341223679619097,1,0.0066359725105205,NA,NA,0.202570580243212,NA,NA,0.202570580243212,0.387500915695393,0,13.4969072832727,6.609520985e-05,81263.2971590817,1e-04,"1_376_1",1,376,1,376,6,844.431317208466,51777.9431651634,5331.61451367742,0.0181807979602592,0.0181807979602592,55.0030863433973,55.0030863433973,3,FALSE,0.03559881205344,0.0048137479411895,0,0.0949683114842912,0.158209905393343
"102","paid_search",1012.15309879741,85697.1562267741,0.0170644338594917,856.971562267741,0.0160045898951693,85697.1562267741,0.0170644338594917,856.971562267741,0.0160045898951693,TRUE,0.297445999778094,0.297445999778094,30128.9055146277,3012890.55146277,NA,NA,0.346291029059188,0.346291029059188,1,0.0066359725105205,NA,NA,0.202570580243212,NA,NA,0.202570580243212,0.387500915695393,0,13.4969072832727,6.609520985e-05,81263.2971590817,1e-04,"1_376_1",1,376,1,376,6,856.971562267741,60150.0462308406,30021.1407162129,0.0284435012699574,0.0284435012699574,35.1574157663993,35.1574157663993,3,FALSE,0.050863949674026,0.0030520423666056,0.0133192347870684,0.0886217523500738,0.764977814710726
"103","social",0,0,0,0,0,0,0,0,0,TRUE,0.162751814066573,0.162751814066573,16485.459653195,1648545.9653195,NA,NA,0,0,1,0.0066359725105205,NA,NA,0.202570580243212,NA,NA,0.202570580243212,0.387500915695393,0,13.4969072832727,6.609520985e-05,81263.2971590817,1e-04,"1_376_1",1,376,1,376,6,0,35509.072531902,19023.612878707,0,0,Inf,Inf,3,FALSE,0,0,0,0,NA
"104","display",2410.28014726257,77331.2000074624,0.015398564035316,773.312000074624,0.0144421845101328,77331.2000074624,0.015398564035316,773.312000074624,0.0144421845101328,TRUE,0.0812633037835251,0.0812633037835251,8231.32401621435,823132.401621435,NA,NA,0.312485291321715,0.312485291321715,1,0.0066359725105205,NA,NA,0.202570580243212,NA,NA,0.202570580243212,0.387500915695393,0,13.4969072832727,6.609520985e-05,81263.2971590817,1e-04,"1_376_1",1,376,1,376,6,773.312000074624,15115.5095346214,6884.18551840707,0.0939474619819761,0.0939474619819761,10.6442471026184,10.6442471026184,3,FALSE,0.11716472045816,0.00898151402797058,0.00659233408612599,0.228191688418101,0.288093911850867
"105","(Intercept)",30916.0195941722,3091601.95941722,0.615614793759837,30916.0195941722,0.579286318828979,3091601.95941722,0.615614793759837,30916.0195941722,0.579286318828979,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0315071331471808,NA,NA,0.200018594316656,NA,NA,0.200018594316656,1.04119207952975,0,418.09024539714,0.005045388638,81263.2971590817,1e-04,"1_388_1",1,388,1,388,4,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"106","competitors",-3136.56268292914,-314940.456054943,-0.0627124728363932,0,0,-314940.456054943,-0.0627124728363932,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0315071331471808,NA,NA,0.200018594316656,NA,NA,0.200018594316656,1.04119207952975,0,418.09024539714,0.005045388638,81263.2971590817,1e-04,"1_388_1",1,388,1,388,4,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"107","season",1476.96385251216,-2.23420897672815,-4.44886539884372e-07,-0.022567767441698,-4.22861645745433e-07,-2.23420897672815,-4.44886539884372e-07,-0.022567767441698,-4.22861645745433e-07,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0315071331471808,NA,NA,0.200018594316656,NA,NA,0.200018594316656,1.04119207952975,0,418.09024539714,0.005045388638,81263.2971590817,1e-04,"1_388_1",1,388,1,388,4,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"108","trend",2210.14479291267,331521.718936901,0.0660142144135264,3315.21718936901,0.0621186034605225,331521.718936901,0.0660142144135264,3315.21718936901,0.0621186034605225,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0315071331471808,NA,NA,0.200018594316656,NA,NA,0.200018594316656,1.04119207952975,0,418.09024539714,0.005045388638,81263.2971590817,1e-04,"1_388_1",1,388,1,388,4,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"109","tv",229.291691168859,19929.7771115214,0.00396851398958923,199.297771115214,0.00373432523641935,19929.7771115214,0.00396851398958923,199.297771115214,0.00373432523641935,TRUE,0.458538882371808,0.458538882371808,46446.328651486,4644632.8651486,NA,NA,0.0104137537433157,0.0104137537433157,1,0.0315071331471808,NA,NA,0.200018594316656,NA,NA,0.200018594316656,1.04119207952975,0,418.09024539714,0.005045388638,81263.2971590817,1e-04,"1_388_1",1,388,1,388,4,199.297771115214,50161.7251355153,3715.39648402935,0.00429092625620986,0.00429092625620986,233.049915167568,233.049915167568,4,FALSE,0.013277257972778,0.00476704806588681,0,0.0605151866945884,0.0278235792771644
"110","paid_search",7440.64355957938,437819.974294239,0.0871808391627142,4378.19974294239,0.0820361497204241,437819.974294239,0.0871808391627142,4378.19974294239,0.0820361497204241,TRUE,0.297445999778094,0.297445999778094,30128.9055146277,3012890.55146277,NA,NA,0.228770716837033,0.228770716837033,1,0.0315071331471808,NA,NA,0.200018594316656,NA,NA,0.200018594316656,1.04119207952975,0,418.09024539714,0.005045388638,81263.2971590817,1e-04,"1_388_1",1,388,1,388,4,4378.19974294239,51841.0469699926,21712.1414553649,0.145315592058821,0.145315592058821,6.88157399926651,6.88157399926652,4,FALSE,0.133923584831066,0.0164877332129478,0,0.298121680466299,0.76938345125802
"111","social",0,0,0,0,0,0,0,0,0,TRUE,0.162751814066573,0.162751814066573,16485.459653195,1648545.9653195,NA,NA,0,0,1,0.0315071331471808,NA,NA,0.200018594316656,NA,NA,0.200018594316656,1.04119207952975,0,418.09024539714,0.005045388638,81263.2971590817,1e-04,"1_388_1",1,388,1,388,4,0,29174.3945441023,12688.9348909073,0,0,Inf,Inf,4,FALSE,0,0,0,0,NA
"112","display",15536.653486251,1456044.02582021,0.289934556397267,14560.4402582021,0.272825025615301,1456044.02582021,0.289934556397267,14560.4402582021,0.272825025615301,TRUE,0.0812633037835251,0.0812633037835251,8231.32401621435,823132.401621435,NA,NA,0.760815529419651,0.760815529419651,1,0.0315071331471808,NA,NA,0.200018594316656,NA,NA,0.200018594316656,1.04119207952975,0,418.09024539714,0.005045388638,81263.2971590817,1e-04,"1_388_1",1,388,1,388,4,14560.4402582021,8928.9543914625,697.630375248147,1.76890622086076,1.76890622086076,0.565321094022381,0.565321094022381,4,FALSE,0.658697401025889,0.107624153991352,0,1.73529762260276,0.35428494075605
"113","(Intercept)",45315.4246248719,4531542.46248719,0.902342738514715,45315.4246248719,0.846953529853999,4531542.46248719,0.902342738514715,45315.4246248719,0.846953529853999,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.00593844078671657,NA,NA,0.202641689426762,NA,NA,0.202641689426762,0.289593553137675,0,32.0904615127364,0.0002949243913,81263.2971590817,1e-04,"1_394_1",1,394,1,394,3,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"114","competitors",-3270.88794396581,-328427.978303687,-0.0653981737566556,0,0,-328427.978303687,-0.0653981737566556,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.00593844078671657,NA,NA,0.202641689426762,NA,NA,0.202641689426762,0.289593553137675,0,32.0904615127364,0.0002949243913,81263.2971590817,1e-04,"1_394_1",1,394,1,394,3,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"115","season",2114.32745558478,-3.19835138346468,-6.36871257409297e-07,-0.0323065796309569,-6.03815850396559e-07,-3.19835138346468,-6.36871257409297e-07,-0.0323065796309569,-6.03815850396559e-07,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.00593844078671657,NA,NA,0.202641689426762,NA,NA,0.202641689426762,0.289593553137675,0,32.0904615127364,0.0002949243913,81263.2971590817,1e-04,"1_394_1",1,394,1,394,3,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"116","trend",3636.9798317617,545546.974764255,0.108631962576161,5455.46974764254,0.101963722022402,545546.974764255,0.108631962576161,5455.46974764254,0.101963722022402,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.00593844078671657,NA,NA,0.202641689426762,NA,NA,0.202641689426762,0.289593553137675,0,32.0904615127364,0.0002949243913,81263.2971590817,1e-04,"1_394_1",1,394,1,394,3,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"117","tv",1410.5239593573,111028.553430537,0.0221085446699863,1110.28553430537,0.0207514386152223,111028.553430537,0.0221085446699863,1110.28553430537,0.0207514386152223,TRUE,0.458538882371808,0.458538882371808,46446.328651486,4644632.8651486,NA,NA,0.406227035371907,0.406227035371907,1,0.00593844078671657,NA,NA,0.202641689426762,NA,NA,0.202641689426762,0.289593553137675,0,32.0904615127364,0.0002949243913,81263.2971590817,1e-04,"1_394_1",1,394,1,394,3,1110.28553430537,51406.0058317151,4959.67718022914,0.0239046996079386,0.0239046996079386,41.8327783407036,41.8327783407036,3,FALSE,0.03559881205344,0.0048137479411895,0,0.0949683114842912,0.0796429587296079
"118","paid_search",1302.42861599708,103659.219691176,0.0206411271532245,1036.59219691176,0.0193740967333153,103659.219691176,0.0206411271532245,1036.59219691176,0.0193740967333153,TRUE,0.297445999778094,0.297445999778094,30128.9055146277,3012890.55146277,NA,NA,0.379264398238393,0.379264398238393,1,0.00593844078671657,NA,NA,0.202641689426762,NA,NA,0.202641689426762,0.289593553137675,0,32.0904615127364,0.0002949243913,81263.2971590817,1e-04,"1_394_1",1,394,1,394,3,1036.59219691176,66516.1533273895,36387.2478127618,0.0344052390621522,0.0344052390621522,29.0653408393276,29.0653408393276,3,FALSE,0.050863949674026,0.0030520423666056,0.0133192347870684,0.0886217523500738,0.796834557469298
"119","social",0,0,0,0,0,0,0,0,0,TRUE,0.162751814066573,0.162751814066573,16485.459653195,1648545.9653195,NA,NA,0,0,1,0.00593844078671657,NA,NA,0.202641689426762,NA,NA,0.202641689426762,0.289593553137675,0,32.0904615127364,0.0002949243913,81263.2971590817,1e-04,"1_394_1",1,394,1,394,3,0,40191.6495505274,23706.1898973324,0,0,Inf,Inf,3,FALSE,0,0,0,0,NA
"120","display",2337.41984727413,58628.7315980882,0.0116744377138257,586.287315980882,0.0109578165909118,58628.7315980882,0.0116744377138257,586.287315980882,0.0109578165909118,TRUE,0.0812633037835251,0.0812633037835251,8231.32401621435,823132.401621435,NA,NA,0.2145085663897,0.2145085663897,1,0.00593844078671657,NA,NA,0.202641689426762,NA,NA,0.202641689426762,0.289593553137675,0,32.0904615127364,0.0002949243913,81263.2971590817,1e-04,"1_394_1",1,394,1,394,3,586.287315980882,15222.6767152354,6991.3526990211,0.0712263683006516,0.0712263683006516,14.0397443230424,14.0397443230424,3,FALSE,0.11716472045816,0.00898151402797058,0.00659233408612599,0.228191688418101,0.229485393835048
"121","(Intercept)",42806.2286638026,4280622.86638026,0.852378410171233,42806.2286638026,0.805542449987351,4280622.86638026,0.852378410171233,42806.2286638026,0.805542449987351,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0303742221755927,NA,NA,0.200135547697654,NA,NA,0.200135547697654,0.884444767761016,0,633.688327165258,0.007698734629,81263.2971590817,1e-04,"1_396_1",1,396,1,396,4,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"122","competitors",-2907.97770004117,-291988.369316852,-0.0581421418788169,0,0,-291988.369316852,-0.0581421418788169,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0303742221755927,NA,NA,0.200135547697654,NA,NA,0.200135547697654,0.884444767761016,0,633.688327165258,0.007698734629,81263.2971590817,1e-04,"1_396_1",1,396,1,396,4,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"123","season",1318.96044018813,-1.9951965990259,-3.97293234686393e-07,-0.0201535010002613,-3.79255568134203e-07,-1.9951965990259,-3.97293234686393e-07,-0.0201535010002613,-3.79255568134203e-07,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0303742221755927,NA,NA,0.200135547697654,NA,NA,0.200135547697654,0.884444767761016,0,633.688327165258,0.007698734629,81263.2971590817,1e-04,"1_396_1",1,396,1,396,4,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"124","trend",1803.72967832328,270559.451748492,0.0538751117622268,2705.59451748492,0.0509148155378176,270559.451748492,0.0538751117622268,2705.59451748492,0.0509148155378176,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0303742221755927,NA,NA,0.200135547697654,NA,NA,0.200135547697654,0.884444767761016,0,633.688327165258,0.007698734629,81263.2971590817,1e-04,"1_396_1",1,396,1,396,4,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"125","tv",89.7581318567273,4113.41866930084,0.000819083898571096,41.1341866930084,0.000774077384559287,4113.41866930084,0.000819083898571096,41.1341866930084,0.000774077384559287,TRUE,0.458538882371808,0.458538882371808,46446.328651486,4644632.8651486,NA,NA,0.00539264729907664,0.00539264729907664,1,0.0303742221755927,NA,NA,0.200135547697654,NA,NA,0.200135547697654,0.884444767761016,0,633.688327165258,0.007698734629,81263.2971590817,1e-04,"1_396_1",1,396,1,396,4,41.1341866930084,54183.3455062417,7737.01685475577,0.000885628377684323,0.000885628377684323,1129.1417768418,1129.1417768418,4,FALSE,0.013277257972778,0.00476704806588681,0,0.0605151866945884,0.0417630495165716
"126","paid_search",5387.82290216993,310050.215314413,0.0617387043550571,3100.50215314413,0.0583463243223472,310050.215314413,0.0617387043550571,3100.50215314413,0.0583463243223472,TRUE,0.297445999778094,0.297445999778094,30128.9055146277,3012890.55146277,NA,NA,0.406472472318892,0.406472472318892,1,0.0303742221755927,NA,NA,0.200135547697654,NA,NA,0.200135547697654,0.884444767761016,0,633.688327165258,0.007698734629,81263.2971590817,1e-04,"1_396_1",1,396,1,396,4,3100.50215314413,55423.4407472429,25294.5352326152,0.102907891945787,0.102907891945787,9.7174277025013,9.7174277025013,4,FALSE,0.133923584831066,0.0164877332129478,0,0.298121680466299,0.71315005324848
"127","social",0,0,0,0,0,0,0,0,0,TRUE,0.162751814066573,0.162751814066573,16485.459653195,1648545.9653195,NA,NA,0,0,1,0.0303742221755927,NA,NA,0.200135547697654,NA,NA,0.200135547697654,0.884444767761016,0,633.688327165258,0.007698734629,81263.2971590817,1e-04,"1_396_1",1,396,1,396,4,0,25231.3615220528,8745.90186885778,0,0,Inf,Inf,4,FALSE,0,0,0,0,NA
"128","display",5593.56815175265,448619.177717167,0.0893312289849634,4486.19177717167,0.0844227120234926,448619.177717167,0.0893312289849634,4486.19177717167,0.0844227120234926,TRUE,0.0812633037835251,0.0812633037835251,8231.32401621435,823132.401621435,NA,NA,0.588134880382031,0.588134880382031,1,0.0303742221755927,NA,NA,0.200135547697654,NA,NA,0.200135547697654,0.884444767761016,0,633.688327165258,0.007698734629,81263.2971590817,1e-04,"1_396_1",1,396,1,396,4,4486.19177717167,8540.36439059939,309.04037438504,0.545014601336871,0.545014601336871,1.83481322802562,1.83481322802562,4,FALSE,0.658697401025889,0.107624153991352,0,1.73529762260276,0.0418592351322578
"129","(Intercept)",39829.0575342355,3982905.75342355,0.793095533042327,39829.0575342355,0.744613204831321,3982905.75342355,0.793095533042327,39829.0575342355,0.744613204831321,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0278028914033082,NA,NA,0.200400739682937,NA,NA,0.200400739682937,0.712168195761965,0,51.0690763059586,0.0005284924781,81263.2971590817,1e-04,"1_413_1",1,413,1,413,1,NA,NA,NA,NA,NA,NA,NA,4,TRUE,NA,NA,NA,NA,NA
"130","competitors",-3256.51301619217,-326984.600068836,-0.0651107612740562,0,0,-326984.600068836,-0.0651107612740562,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0278028914033082,NA,NA,0.200400739682937,NA,NA,0.200400739682937,0.712168195761965,0,51.0690763059586,0.0005284924781,81263.2971590817,1e-04,"1_413_1",1,413,1,413,1,NA,NA,NA,NA,NA,NA,NA,4,TRUE,NA,NA,NA,NA,NA
"131","season",1946.66345919921,-2.94472540259776,-5.86368020591271e-07,-0.0297447010363403,-5.56083887909751e-07,-2.94472540259776,-5.86368020591271e-07,-0.0297447010363403,-5.56083887909751e-07,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0278028914033082,NA,NA,0.200400739682937,NA,NA,0.200400739682937,0.712168195761965,0,51.0690763059586,0.0005284924781,81263.2971590817,1e-04,"1_413_1",1,413,1,413,1,NA,NA,NA,NA,NA,NA,NA,4,TRUE,NA,NA,NA,NA,NA
"132","trend",3228.78687873756,484318.031810634,0.0964397581516205,4843.18031810634,0.0905443473057655,484318.031810634,0.0964397581516205,4843.18031810634,0.0905443473057655,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0278028914033082,NA,NA,0.200400739682937,NA,NA,0.200400739682937,0.712168195761965,0,51.0690763059586,0.0005284924781,81263.2971590817,1e-04,"1_413_1",1,413,1,413,1,NA,NA,NA,NA,NA,NA,NA,4,TRUE,NA,NA,NA,NA,NA
"133","tv",977.978877910475,65585.0502478408,0.0130596136605062,655.850502478408,0.0122612729191724,65585.0502478408,0.0130596136605062,655.850502478408,0.0122612729191724,TRUE,0.458538882371808,0.458538882371808,46446.328651486,4644632.8651486,NA,NA,0.0743815183271557,0.0743815183271557,1,0.0278028914033082,NA,NA,0.200400739682937,NA,NA,0.200400739682937,0.712168195761965,0,51.0690763059586,0.0005284924781,81263.2971590817,1e-04,"1_413_1",1,413,1,413,1,655.850502478408,55238.715484522,8792.38683303606,0.0141206102079594,0.0141206102079594,70.8184692639083,70.8184692639083,4,TRUE,0.013277257972778,0.00476704806588681,0,0.0605151866945884,0.19211738481744
"134","paid_search",7909.6421931509,483890.772243886,0.0963546801520857,4838.90772243886,0.0904644701670667,483890.772243886,0.0963546801520857,4838.90772243886,0.0904644701670667,TRUE,0.297445999778094,0.297445999778094,30128.9055146277,3012890.55146277,NA,NA,0.548791686641805,0.548791686641805,1,0.0278028914033082,NA,NA,0.200400739682937,NA,NA,0.200400739682937,0.712168195761965,0,51.0690763059586,0.0005284924781,81263.2971590817,1e-04,"1_413_1",1,413,1,413,1,4838.90772243886,43211.4710105819,13082.5654959542,0.16060682058595,0.16060682058595,6.22638563139253,6.22638563139253,4,TRUE,0.133923584831066,0.0164877332129478,0,0.298121680466299,0.71325460764945
"135","social",0,0,0,0,0,0,0,0,0,TRUE,0.162751814066573,0.162751814066573,16485.459653195,1648545.9653195,NA,NA,0,0,1,0.0278028914033082,NA,NA,0.200400739682937,NA,NA,0.200400739682937,0.712168195761965,0,51.0690763059586,0.0005284924781,81263.2971590817,1e-04,"1_413_1",1,413,1,413,1,0,48156.9335982119,31671.4739450169,0,0,Inf,Inf,4,TRUE,0,0,0,0,NA
"136","display",5502.3822363078,332262.702384507,0.0661617626355373,3322.62702384507,0.0621172608605619,332262.702384507,0.0661617626355373,3322.62702384507,0.0621172608605619,TRUE,0.0812633037835251,0.0812633037835251,8231.32401621435,823132.401621435,NA,NA,0.376826795031039,0.376826795031039,1,0.0278028914033082,NA,NA,0.200400739682937,NA,NA,0.200400739682937,0.712168195761965,0,51.0690763059586,0.0005284924781,81263.2971590817,1e-04,"1_413_1",1,413,1,413,1,3322.62702384507,9137.98205019012,906.658033975768,0.403656449108314,0.403656449108314,2.47735420110101,2.47735420110101,4,TRUE,0.658697401025889,0.107624153991352,0,1.73529762260276,0.210352520126169
"137","(Intercept)",43975.1459457966,4397514.59457966,0.875654458670461,43975.1459457966,0.825489351731238,4397514.59457966,0.875654458670461,43975.1459457966,0.825489351731238,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0181292921642853,NA,NA,0.201395290012413,NA,NA,0.201395290012413,0.47477130682616,0,283.953408459804,0.003394578781,81263.2971590817,1e-04,"1_415_1",1,415,1,415,4,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"138","competitors",-3039.41742485146,-305186.15653175,-0.0607701493523009,0,0,-305186.15653175,-0.0607701493523009,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0181292921642853,NA,NA,0.201395290012413,NA,NA,0.201395290012413,0.47477130682616,0,283.953408459804,0.003394578781,81263.2971590817,1e-04,"1_415_1",1,415,1,415,4,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"139","season",1693.80769915497,-2.5622295087771,-5.10203580964386e-07,-0.0258811061492636,-4.85833010391297e-07,-2.5622295087771,-5.10203580964386e-07,-0.0258811061492636,-4.85833010391297e-07,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0181292921642853,NA,NA,0.201395290012413,NA,NA,0.201395290012413,0.47477130682616,0,283.953408459804,0.003394578781,81263.2971590817,1e-04,"1_415_1",1,415,1,415,4,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"140","trend",2632.50304699353,394875.457049029,0.0786295183671971,3948.75457049029,0.0741249353568404,394875.457049029,0.0786295183671971,3948.75457049029,0.0741249353568404,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0181292921642853,NA,NA,0.201395290012413,NA,NA,0.201395290012413,0.47477130682616,0,283.953408459804,0.003394578781,81263.2971590817,1e-04,"1_415_1",1,415,1,415,4,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"141","tv",1674.00432453266,132520.585413652,0.0263881424353014,1325.20585413652,0.0248764000190014,132520.585413652,0.0263881424353014,1325.20585413652,0.0248764000190014,TRUE,0.458538882371808,0.458538882371808,46446.328651486,4644632.8651486,NA,NA,0.247806972771317,0.247806972771317,1,0.0181292921642853,NA,NA,0.201395290012413,NA,NA,0.201395290012413,0.47477130682616,0,283.953408459804,0.003394578781,81263.2971590817,1e-04,"1_415_1",1,415,1,415,4,1325.20585413652,54318.4983747012,7872.16972321519,0.0285319828845961,0.0285319828845961,35.0483877704792,35.0483877704792,3,FALSE,0.03559881205344,0.0048137479411895,0,0.0949683114842912,0.59387265028255
"142","paid_search",3092.55719372299,236179.820103979,0.0470292725752296,2361.79820103979,0.0443350266147941,236179.820103979,0.0470292725752296,2361.79820103979,0.0443350266147941,TRUE,0.297445999778094,0.297445999778094,30128.9055146277,3012890.55146277,NA,NA,0.441644640090851,0.441644640090851,1,0.0181292921642853,NA,NA,0.201395290012413,NA,NA,0.201395290012413,0.47477130682616,0,283.953408459804,0.003394578781,81263.2971590817,1e-04,"1_415_1",1,415,1,415,4,2361.79820103979,37479.8431385413,7350.93762391362,0.0783897775474496,0.0783897775474496,12.7567653753667,12.7567653753667,3,FALSE,0.050863949674026,0.0030520423666056,0.0133192347870684,0.0886217523500738,0.331601984540707
