"","ds","tv","paid_search","social","display","type","solID","cluster","top_sol"
"3619",2020-05-10,60840.4073581256,65984.5716131688,27380.9504443682,8298.31816961693,"adstockedMedia","2_485_1",3,FALSE
"3620",2020-05-17,83000.9569634073,74552.2184825085,16816.563604691,11577.7486063193,"adstockedMedia","2_485_1",3,FALSE
"3621",2020-05-24,62274.9210439531,55369.4579670271,14206.1971144524,15382.8354077234,"adstockedMedia","2_485_1",3,FALSE
"3622",2020-05-31,39958.296426383,46662.454703081,22420.8903859721,17947.0990903355,"adstockedMedia","2_485_1",3,FALSE
"3623",2020-06-07,58780.3727347294,33299.3605541415,37926.0678702073,17290.6860690411,"adstockedMedia","2_485_1",3,FALSE
"3624",2020-06-14,86806.3411257551,33768.4341202154,39575.9869277265,7938.72360490276,"adstockedMedia","2_485_1",3,FALSE
"3625",2020-06-21,52286.8246704947,45346.2101374642,33482.4695063347,12411.5199727095,"adstockedMedia","2_485_1",3,FALSE
"3626",2020-06-28,77341.84348177,64531.4789956109,19423.1865629406,14052.3395028669,"adstockedMedia","2_485_1",3,FALSE
"3627",2020-07-05,50420.883354968,48707.6032081728,23979.5202592457,5901.23570971339,"adstockedMedia","2_485_1",3,FALSE
"3628",2020-07-12,38948.732142129,62075.683009496,22531.5594381846,15429.7279956539,"adstockedMedia","2_485_1",3,FALSE
"3629",2020-07-19,28942.711484904,62340.4857477571,30736.3862775127,12046.3087975754,"adstockedMedia","2_485_1",3,FALSE
"3630",2020-07-26,39230.1741788624,63573.5647700923,29433.3987426903,8451.97160625594,"adstockedMedia","2_485_1",3,FALSE
"3631",2020-08-02,47151.9787802604,70969.360119705,28961.6591634302,15230.5314679082,"adstockedMedia","2_485_1",3,FALSE
"3632",2020-08-09,36855.7727992409,36898.1156164943,29548.7219366637,8755.72137634291,"adstockedMedia","2_485_1",3,FALSE
"3633",2020-08-16,43963.1152933794,30352.5043392404,27318.4632782138,14466.5243797337,"adstockedMedia","2_485_1",3,FALSE
"3634",2020-08-23,27872.6583391931,37434.1454178642,17388.9351235599,13995.4343815177,"adstockedMedia","2_485_1",3,FALSE
"3635",2020-08-30,84116.8945740857,51150.5331577385,34804.3582173392,10986.8928255981,"adstockedMedia","2_485_1",3,FALSE
"3636",2020-09-06,81312.1948979017,48532.897542669,18523.2154415252,5960.38107818454,"adstockedMedia","2_485_1",3,FALSE
"3637",2020-09-13,37808.3544443017,49682.5659315663,22330.6487075271,3523.11587276135,"adstockedMedia","2_485_1",3,FALSE
"3638",2020-09-20,78061.0004741604,41441.6161415933,19087.1334316078,9778.38839819545,"adstockedMedia","2_485_1",3,FALSE
"3639",2020-09-27,65384.330041533,58241.5547506708,14681.8009022548,11240.8051428688,"adstockedMedia","2_485_1",3,FALSE
"3640",2020-10-04,55425.420644235,43684.8631760656,22604.2412984069,7558.87014627163,"adstockedMedia","2_485_1",3,FALSE
"3641",2020-10-11,32656.0530558809,42863.7416861708,29769.0197163219,13194.5408299393,"adstockedMedia","2_485_1",3,FALSE
"3642",2020-10-18,58752.0332059945,29825.0774660209,39248.2683125285,17769.4053852402,"adstockedMedia","2_485_1",3,FALSE
"3643",2020-10-25,33357.1968717709,53207.8996308602,28851.2312699373,13143.8645750401,"adstockedMedia","2_485_1",3,FALSE
"3644",2020-11-01,37858.0367705495,44486.4322736195,37247.6358143469,7528.23665326105,"adstockedMedia","2_485_1",3,FALSE
"3645",2020-11-08,58849.9360492347,28420.6896259246,26555.1321198848,11179.8491505752,"adstockedMedia","2_485_1",3,FALSE
"3646",2020-11-15,58047.9572527325,22377.0926851027,26645.8013790152,14642.6984755364,"adstockedMedia","2_485_1",3,FALSE
"3647",2020-11-22,38572.8550172778,56628.5239560888,18606.6656330378,14301.6756585052,"adstockedMedia","2_485_1",3,FALSE
"3648",2020-11-29,34958.3368112352,46320.5389378637,32202.7521490267,8469.83055469896,"adstockedMedia","2_485_1",3,FALSE
"3649",2020-12-06,55379.2693884695,59750.660144213,33777.0861989996,8596.36767162468,"adstockedMedia","2_485_1",3,FALSE
"3650",2020-12-13,85024.5774003877,68968.3863728876,19273.5262281676,8289.51189727099,"adstockedMedia","2_485_1",3,FALSE
"3651",2020-12-20,53243.2796313473,53650.3322978135,23034.1460683948,15819.2851006781,"adstockedMedia","2_485_1",3,FALSE
"3652",2020-12-27,39565.4000240421,53315.5759095498,23599.1400272905,8512.39329880843,"adstockedMedia","2_485_1",3,FALSE
"3653",2021-01-03,42320.5359109709,33082.4001823313,31314.53462782,12963.3945449603,"adstockedMedia","2_485_1",3,FALSE
"3654",2021-01-10,58409.5991374192,29079.3226401434,33280.2642739902,7002.35086052444,"adstockedMedia","2_485_1",3,FALSE
"3655",2021-01-17,30347.7769932665,50578.0159923639,27721.5993940282,5127.35089508498,"adstockedMedia","2_485_1",3,FALSE
"3656",2021-01-24,72633.3039585838,48130.2348966907,23116.6950029442,4478.63577818684,"adstockedMedia","2_485_1",3,FALSE
"3657",2021-01-31,37887.31522589,55598.1792696628,20086.5456692453,15024.4338066972,"adstockedMedia","2_485_1",3,FALSE
"3658",2021-02-07,58265.1501981681,69058.3566772524,29381.5033603842,9327.49541040301,"adstockedMedia","2_485_1",3,FALSE
"3659",2021-02-14,63312.3895521192,55979.8423618286,38428.86881952,15828.3220785594,"adstockedMedia","2_485_1",3,FALSE
"3660",2021-02-21,66958.399298226,49961.9266920807,40620.8937440993,15972.2957614284,"adstockedMedia","2_485_1",3,FALSE
"3661",2021-02-28,73278.1137429194,51276.7940039874,30125.848197955,16296.4235086263,"adstockedMedia","2_485_1",3,FALSE
"3662",2021-03-07,38765.2697671615,55466.10663282,18325.7170373434,8714.89028273457,"adstockedMedia","2_485_1",3,FALSE
"3663",2021-03-14,44676.4224855859,42130.8190555256,32614.5106371979,4787.60306482184,"adstockedMedia","2_485_1",3,FALSE
"3664",2021-03-21,83674.760073326,65107.8459209115,19109.3147523084,3691.82118747381,"adstockedMedia","2_485_1",3,FALSE
"3665",2021-03-28,62981.5157624664,60343.8381663452,15068.2096321418,6614.94937954082,"adstockedMedia","2_485_1",3,FALSE
"3666",2021-04-04,37883.8097753064,56093.1889306112,26676.3247650183,8174.88124104682,"adstockedMedia","2_485_1",3,FALSE
"3667",2021-04-11,78032.1785002042,55819.5502535676,23064.0532343277,13614.0734284027,"adstockedMedia","2_485_1",3,FALSE
"3668",2021-04-18,44407.6839689423,68086.9759022384,18407.7682138755,8647.59976641538,"adstockedMedia","2_485_1",3,FALSE
"3669",2021-04-25,82391.47583034,51315.3173883472,21780.5867702399,10871.0844252661,"adstockedMedia","2_485_1",3,FALSE
"3670",2021-05-02,85986.1572109742,40897.0383347827,34756.1540572191,14568.5572020571,"adstockedMedia","2_485_1",3,FALSE
"3671",2021-05-09,41516.3141942029,29075.0190843727,26791.6357672871,13881.7618245734,"adstockedMedia","2_485_1",3,FALSE
"3672",2021-05-16,73561.1664418876,33862.1157949169,15129.1873515032,8093.5826094034,"adstockedMedia","2_485_1",3,FALSE
"3673",2021-05-23,58609.3483213032,53119.5064861691,33481.8017803935,16916.6086974256,"adstockedMedia","2_485_1",3,FALSE
"3674",2021-05-30,37236.2944497907,34238.1560404888,41406.8440555229,6200.19062219111,"adstockedMedia","2_485_1",3,FALSE
"3675",2021-06-06,78889.5259499066,51341.8351706938,32872.3711350857,6222.9132304819,"adstockedMedia","2_485_1",3,FALSE
"3676",2021-06-13,52440.515296084,68049.3612476619,28975.4570203383,11785.5027605538,"adstockedMedia","2_485_1",3,FALSE
"3677",2021-06-20,47291.2586945646,43759.8447018236,30827.8623883516,5147.3239909265,"adstockedMedia","2_485_1",3,FALSE
"3678",2021-06-27,51563.0045132092,30866.3224779805,39265.2006016829,3623.97762302526,"adstockedMedia","2_485_1",3,FALSE
"3679",2021-07-04,56743.3267356429,23873.3681638404,24117.5945489061,10800.5898030954,"adstockedMedia","2_485_1",3,FALSE
"3680",2021-07-11,50876.3927245192,52205.1932391421,33732.9625889543,12095.3323679756,"adstockedMedia","2_485_1",3,FALSE
"3681",2021-07-18,55833.6120199457,52964.2405234753,23531.7384488775,8195.45431400685,"adstockedMedia","2_485_1",3,FALSE
"3682",2021-07-25,31654.6935909499,48806.6945864978,28291.4285525071,15986.1079643976,"adstockedMedia","2_485_1",3,FALSE
"3683",2021-08-01,36151.823065535,43033.3844045793,36680.2897650383,14702.9931647904,"adstockedMedia","2_485_1",3,FALSE
"3684",2021-08-08,84567.6004169063,37457.3992001379,22123.833787509,14036.8556607425,"adstockedMedia","2_485_1",3,FALSE
"3685",2021-08-15,52814.9558583572,48135.1665169575,35732.0964719523,8188.5242701989,"adstockedMedia","2_485_1",3,FALSE
"3686",2021-08-22,38452.6801438499,60921.9881804578,29714.9555430407,10278.5939164951,"adstockedMedia","2_485_1",3,FALSE
"3687",2021-08-29,55260.2487029112,36921.6925771293,38548.2194467838,17373.5935394956,"adstockedMedia","2_485_1",3,FALSE
"3688",2021-09-05,29693.4663865805,62491.793092864,25736.0828794993,19218.8046789972,"adstockedMedia","2_485_1",3,FALSE
"3689",2021-09-12,44975.2908877351,40350.7271637473,16788.0587899148,12625.8785314547,"adstockedMedia","2_485_1",3,FALSE
"3690",2021-09-19,28756.5746797967,28682.5914444291,12540.6718021607,14423.9581054031,"adstockedMedia","2_485_1",3,FALSE
"3691",2021-09-26,76494.57073655,55280.9793531931,34219.9033855188,9692.10671524846,"adstockedMedia","2_485_1",3,FALSE
"3692",2021-10-03,75768.6425004962,51869.586184939,29996.0198759276,15241.3550756173,"adstockedMedia","2_485_1",3,FALSE
"3693",2021-10-10,50669.2250290423,55862.0165882339,37435.3685468749,11421.1837281577,"adstockedMedia","2_485_1",3,FALSE
"3694",2021-10-17,51047.2818719642,40278.1772917974,29510.5438867261,17780.0869820023,"adstockedMedia","2_485_1",3,FALSE
"3695",2021-10-24,47865.4464976993,54060.8965630301,28351.210599618,16884.5933404723,"adstockedMedia","2_485_1",3,FALSE
"3696",2021-10-31,32811.7845273659,50047.189354341,20263.0813442813,12508.1341718536,"adstockedMedia","2_485_1",3,FALSE
"3697",2021-11-07,70513.2497404981,67511.540842232,31612.843345214,12105.7620383234,"adstockedMedia","2_485_1",3,FALSE
"3698",2021-11-14,67116.4465707338,71774.7762922278,24538.2388286944,9435.46591479265,"adstockedMedia","2_485_1",3,FALSE
"3699",2021-11-21,39135.4075002175,59157.1939053472,18386.3631617348,5015.97870255357,"adstockedMedia","2_485_1",3,FALSE
"3700",2021-11-28,28021.9118200123,35365.8556572625,12747.0102882588,9207.24639383072,"adstockedMedia","2_485_1",3,FALSE
"3701",2020-01-05,2551.54460292932,1061.89147543752,0,335.219403007855,"decompMedia","2_485_1",3,FALSE
"3702",2020-01-12,2538.62867402873,1421.0816894794,0,525.149387607295,"decompMedia","2_485_1",3,FALSE
"3703",2020-01-19,2557.89099820337,967.56924840326,0,1160.87553068207,"decompMedia","2_485_1",3,FALSE
"3704",2020-01-26,2533.3053214512,1220.24366036313,0,1718.18655047052,"decompMedia","2_485_1",3,FALSE
"3705",2020-02-02,2466.35287703068,1941.05627054214,0,792.985913574107,"decompMedia","2_485_1",3,FALSE
"3706",2020-02-09,2519.61167031119,2154.47643259733,0,1754.18778409944,"decompMedia","2_485_1",3,FALSE
"3707",2020-02-16,2561.41479650027,1801.58577330119,0,1539.05744139895,"decompMedia","2_485_1",3,FALSE
"3708",2020-02-23,2538.75164607817,1316.2802619209,0,789.613513380505,"decompMedia","2_485_1",3,FALSE
"3709",2020-03-01,2495.81505094663,1332.8166901176,0,1765.32048114294,"decompMedia","2_485_1",3,FALSE
"3710",2020-03-08,2486.27049297861,1320.24104032925,0,1044.87388468379,"decompMedia","2_485_1",3,FALSE
"3711",2020-03-15,2533.33877068852,1002.0981746981,0,657.506433083777,"decompMedia","2_485_1",3,FALSE
"3712",2020-03-22,2546.32566964566,1983.08957684946,0,1564.17078397521,"decompMedia","2_485_1",3,FALSE
"3713",2020-03-29,2515.02090727187,1818.35784984605,0,941.954160662984,"decompMedia","2_485_1",3,FALSE
"3714",2020-04-05,2411.33645079656,1227.54363968934,0,901.336853850869,"decompMedia","2_485_1",3,FALSE
"3715",2020-04-12,2518.20157299076,1134.07333133594,0,1244.80687702402,"decompMedia","2_485_1",3,FALSE
"3716",2020-04-19,2556.098407017,1967.74939199322,0,1028.56680265503,"decompMedia","2_485_1",3,FALSE
"3717",2020-04-26,2544.48571889487,1591.22115223919,0,660.007733399357,"decompMedia","2_485_1",3,FALSE
"3718",2020-05-03,2517.09206375654,1827.54790936111,0,763.678666934689,"decompMedia","2_485_1",3,FALSE
"3719",2020-05-10,2536.24263335299,2102.76604812537,0,935.434088958043,"decompMedia","2_485_1",3,FALSE
"3720",2020-05-17,2559.40823736068,2239.21373940016,0,1345.31010011457,"decompMedia","2_485_1",3,FALSE
"3721",2020-05-24,2538.48898571043,1888.4715072756,0,1751.85259181662,"decompMedia","2_485_1",3,FALSE
"3722",2020-05-31,2473.69533410178,1665.10917312439,0,1982.72640353728,"decompMedia","2_485_1",3,FALSE
"3723",2020-06-07,2532.73783141537,1218.95126948528,0,1926.75216544454,"decompMedia","2_485_1",3,FALSE
"3724",2020-06-14,2561.76183049145,1236.87361438598,0,887.867718592905,"decompMedia","2_485_1",3,FALSE
"3725",2020-06-21,2518.99970284684,1626.98986088727,0,1441.09694548155,"decompMedia","2_485_1",3,FALSE
"3726",2020-06-28,2555.26795880217,2076.65991179356,0,1618.6130516381,"decompMedia","2_485_1",3,FALSE
"3727",2020-07-05,2514.09393199227,1721.96926020922,0,613.99280598122,"decompMedia","2_485_1",3,FALSE
"3728",2020-07-12,2468.13105994105,2030.35047974642,0,1756.37643883309,"decompMedia","2_485_1",3,FALSE
"3729",2020-07-19,2381.83981037256,2035.48063301421,0,1399.59764182781,"decompMedia","2_485_1",3,FALSE
"3730",2020-07-26,2469.72219507642,2058.93069549588,0,955.63811109887,"decompMedia","2_485_1",3,FALSE
"3731",2020-08-02,2504.14051460465,2185.57561055442,0,1737.079403819,"decompMedia","2_485_1",3,FALSE
"3732",2020-08-09,2455.229546715,1352.25906036554,0,995.343452582849,"decompMedia","2_485_1",3,FALSE
"3733",2020-08-16,2492.35932557014,1102.75084742326,0,1661.10944853437,"decompMedia","2_485_1",3,FALSE
"3734",2020-08-23,2367.48991245116,1371.28096927149,0,1612.70186660609,"decompMedia","2_485_1",3,FALSE
"3735",2020-08-30,2560.13059131161,1786.24648641506,0,1275.21077355419,"decompMedia","2_485_1",3,FALSE
"3736",2020-09-06,2558.25986858928,1717.22244653559,0,621.962922327582,"decompMedia","2_485_1",3,FALSE
"3737",2020-09-13,2461.3458285688,1748.08790451738,0,304.158765873906,"decompMedia","2_485_1",3,FALSE
"3738",2020-09-20,2555.84277807516,1506.60704177378,0,1126.40216317788,"decompMedia","2_485_1",3,FALSE
"3739",2020-09-27,2542.88005975806,1952.15221151831,0,1305.5565263424,"decompMedia","2_485_1",3,FALSE
"3740",2020-10-04,2526.2134424837,1577.12294539118,0,837.244964983812,"decompMedia","2_485_1",3,FALSE
"3741",2020-10-11,2422.24298225788,1551.74003438916,0,1527.63833282234,"decompMedia","2_485_1",3,FALSE
"3742",2020-10-18,2532.68714737454,1081.32094411327,0,1967.77907679657,"decompMedia","2_485_1",3,FALSE
"3743",2020-10-25,2428.54249312809,1837.43969737784,0,1522.13842139776,"decompMedia","2_485_1",3,FALSE
"3744",2020-11-01,2461.65323550736,1601.42980649469,0,833.147869081604,"decompMedia","2_485_1",3,FALSE
"3745",2020-11-08,2532.86194607786,1023.38160381364,0,1298.30172802663,"decompMedia","2_485_1",3,FALSE
"3746",2020-11-15,2531.40510260447,762.065429878071,0,1678.9047370506,"decompMedia","2_485_1",3,FALSE
"3747",2020-11-22,2465.95575610663,1916.95119404431,0,1644.3066729098,"decompMedia","2_485_1",3,FALSE
"3748",2020-11-29,2441.66070505437,1655.32347306863,0,957.98138037008,"decompMedia","2_485_1",3,FALSE
"3749",2020-12-06,2526.11574593911,1983.82570434335,0,974.553334355665,"decompMedia","2_485_1",3,FALSE
"3750",2020-12-13,2560.69792704663,2153.53882097309,0,934.273849894452,"decompMedia","2_485_1",3,FALSE
"3751",2020-12-20,2521.32675224344,1848.11024629767,0,1793.51207879412,"decompMedia","2_485_1",3,FALSE
"3752",2020-12-27,2471.57660933869,1840.0474716239,0,963.561712314669,"decompMedia","2_485_1",3,FALSE
"3753",2021-01-03,2485.29898345465,1210.60720490535,0,1502.43831219122,"decompMedia","2_485_1",3,FALSE
"3754",2021-01-10,2532.06914060803,1050.70965315831,0,762.544796590662,"decompMedia","2_485_1",3,FALSE
"3755",2021-01-17,2398.68227773346,1771.52909043898,0,510.317210155125,"decompMedia","2_485_1",3,FALSE
"3756",2021-01-24,2551.08856798558,1706.20413052233,0,424.983671746412,"decompMedia","2_485_1",3,FALSE
"3757",2021-01-31,2461.83387406557,1893.71193922377,0,1716.89271323277,"decompMedia","2_485_1",3,FALSE
"3758",2021-02-07,2531.80532230725,2155.01299103047,0,1069.14997169691,"decompMedia","2_485_1",3,FALSE
"3759",2021-02-14,2540.02320262434,1902.39014003357,0,1794.36415125068,"decompMedia","2_485_1",3,FALSE
"3760",2021-02-21,2544.88222452744,1755.45680215805,0,1807.88187839841,"decompMedia","2_485_1",3,FALSE
"3761",2021-02-28,2551.70716430432,1789.46418282393,0,1837.92277146428,"decompMedia","2_485_1",3,FALSE
"3762",2021-03-07,2467.07660144405,1890.68956289539,0,990.025084038201,"decompMedia","2_485_1",3,FALSE
"3763",2021-03-14,2495.20093468786,1528.66639512317,0,465.381586099364,"decompMedia","2_485_1",3,FALSE
"3764",2021-03-21,2559.84774152567,2087.12692714213,0,324.931291225792,"decompMedia","2_485_1",3,FALSE
"3765",2021-03-28,2539.54178768851,1995.95263588172,0,710.307238829116,"decompMedia","2_485_1",3,FALSE
"3766",2021-04-04,2461.81226686367,1904.9514976592,0,919.149174006764,"decompMedia","2_485_1",3,FALSE
"3767",2021-04-11,2555.82003587442,1898.75551953935,0,1572.63279738007,"decompMedia","2_485_1",3,FALSE
"3768",2021-04-18,2494.14538964128,2138.92451410775,0,981.247200975999,"decompMedia","2_485_1",3,FALSE
"3769",2021-04-25,2559.00166330523,1790.44392700042,0,1261.26093216136,"decompMedia","2_485_1",3,FALSE
"3770",2021-05-02,2561.28005362196,1488.9268384578,0,1671.43609783034,"decompMedia","2_485_1",3,FALSE
"3771",2021-05-09,2481.55451089301,1050.53196934393,0,1600.84116624264,"decompMedia","2_485_1",3,FALSE
"3772",2021-05-16,2551.97376716169,1240.43362538676,0,908.398401528674,"decompMedia","2_485_1",3,FALSE
"3773",2021-05-23,2532.43089408562,1835.29369716754,0,1893.91177966957,"decompMedia","2_485_1",3,FALSE
"3774",2021-05-30,2457.72447007806,1254.65834530603,0,654.31151704541,"decompMedia","2_485_1",3,FALSE
"3775",2021-06-06,2556.48626331265,1791.11779511334,0,657.378598411609,"decompMedia","2_485_1",3,FALSE
"3776",2021-06-13,2519.38178972777,2138.29381737145,0,1369.52444923547,"decompMedia","2_485_1",3,FALSE
"3777",2021-06-20,2504.60461211834,1579.41636796509,0,512.972773001016,"decompMedia","2_485_1",3,FALSE
"3778",2021-06-27,2517.15649911389,1123.44826236845,0,316.544130414022,"decompMedia","2_485_1",3,FALSE
"3779",2021-07-04,2528.90814989496,828.205143945246,0,1252.73624475324,"decompMedia","2_485_1",3,FALSE
"3780",2021-07-11,2515.33878199424,1812.81665463496,0,1405.20990306469,"decompMedia","2_485_1",3,FALSE
"3781",2021-07-18,2527.06751633361,1831.51270126004,0,921.86659810388,"decompMedia","2_485_1",3,FALSE
"3782",2021-07-25,2412.587186381,1724.65256448776,0,1809.17306511281,"decompMedia","2_485_1",3,FALSE
"3783",2021-08-01,2450.4226924601,1557.02444422274,0,1684.95677013373,"decompMedia","2_485_1",3,FALSE
"3784",2021-08-08,2560.41451167012,1372.10123929701,0,1617.00636236491,"decompMedia","2_485_1",3,FALSE
"3785",2021-08-15,2520.2994679976,1706.33973670855,0,920.951375811141,"decompMedia","2_485_1",3,FALSE
"3786",2021-08-22,2465.24784138607,2007.60108186079,0,1188.8467123259,"decompMedia","2_485_1",3,FALSE
"3787",2021-08-29,2525.86271797193,1353.10030573706,0,1933.93728678747,"decompMedia","2_485_1",3,FALSE
"3788",2021-09-05,2391.10180923067,2038.3968747409,0,2085.39210647981,"decompMedia","2_485_1",3,FALSE
"3789",2021-09-12,2496.35407327261,1470.96754768646,0,1465.11941169624,"decompMedia","2_485_1",3,FALSE
"3790",2021-09-19,2379.44424337859,1034.28066769918,0,1656.78477627154,"decompMedia","2_485_1",3,FALSE
"3791",2021-09-26,2554.57054189834,1886.43625030336,0,1115.51520625538,"decompMedia","2_485_1",3,FALSE
"3792",2021-10-03,2553.95494939549,1804.43708225549,0,1738.13332014256,"decompMedia","2_485_1",3,FALSE
"3793",2021-10-10,2514.7765555921,1899.71986096781,0,1326.91182909013,"decompMedia","2_485_1",3,FALSE
"3794",2021-10-17,2515.79768534875,1468.56572443659,0,1968.68186567105,"decompMedia","2_485_1",3,FALSE
"3795",2021-10-24,2506.47776541199,1857.90741068,0,1891.06887761375,"decompMedia","2_485_1",3,FALSE
"3796",2021-10-31,2423.67364085255,1757.6957262691,0,1451.95498341011,"decompMedia","2_485_1",3,FALSE
"3797",2021-11-07,2548.93820378705,2129.2122792799,0,1406.40223864655,"decompMedia","2_485_1",3,FALSE
"3798",2021-11-14,2545.07580975713,2198.0389580317,0,1082.93921632008,"decompMedia","2_485_1",3,FALSE
"3799",2021-11-21,2469.18996797926,1971.51201628603,0,495.535876874038,"decompMedia","2_485_1",3,FALSE
"3800",2021-11-28,2369.57801913709,1296.68574701633,0,1053.73553109277,"decompMedia","2_485_1",3,FALSE
"3801",2020-01-05,73107.0612231269,29350.7256638259,5567.50028161332,3774.56770674326,"adstockedMedia","2_499_1",1,FALSE
"3802",2020-01-12,71617.4138905588,32285.0540632989,22104.8175919041,5188.83708029615,"adstockedMedia","2_499_1",1,FALSE
"3803",2020-01-19,91287.0474953304,17367.8096895381,37736.6700814738,9972.34331418579,"adstockedMedia","2_499_1",1,FALSE
"3804",2020-01-26,72278.9562836868,25764.3869290088,44437.4238384998,14885.5354284789,"adstockedMedia","2_499_1",1,FALSE
"3805",2020-02-02,49830.3191640472,49089.3061636947,61093.5406266836,6994.02235901075,"adstockedMedia","2_499_1",1,FALSE
"3806",2020-02-09,60574.2877578578,54754.2803190657,54597.4508091197,15256.3002584334,"adstockedMedia","2_499_1",1,FALSE
"3807",2020-02-16,95124.8897850206,34086.2054075242,71418.0906132934,13060.9391190475,"adstockedMedia","2_499_1",1,FALSE
"3808",2020-02-23,75867.391939733,21582.5458235663,66447.4652276527,6971.44109073312,"adstockedMedia","2_499_1",1,FALSE
"3809",2020-03-01,56515.7096116163,26108.5721784397,58114.5924751121,15372.9915284542,"adstockedMedia","2_499_1",1,FALSE
"3810",2020-03-08,51499.1618797204,26283.5655939998,59258.6971060296,8897.77654710072,"adstockedMedia","2_499_1",1,FALSE
"3811",2020-03-15,67025.7987819566,18344.2341862846,53611.6725308241,6046.48404302129,"adstockedMedia","2_499_1",1,FALSE
"3812",2020-03-22,77870.5010392317,51987.2974302624,60693.2570623447,13410.4995168798,"adstockedMedia","2_499_1",1,FALSE
"3813",2020-03-29,62117.5308826064,37850.7611785327,57594.2409799749,8139.66108699071,"adstockedMedia","2_499_1",1,FALSE
"3814",2020-04-05,41152.5120524615,19529.1280976624,67258.7729161999,7880.94212043844,"adstockedMedia","2_499_1",1,FALSE
"3815",2020-04-12,58669.3386469196,21466.6291644386,60278.6629455694,10591.4226365282,"adstockedMedia","2_499_1",1,FALSE
"3816",2020-04-19,86849.6390164524,50512.9168769346,55093.2114923152,8836.08713100876,"adstockedMedia","2_499_1",1,FALSE
"3817",2020-04-26,78939.6152410598,29622.3167963143,53772.2551092421,6081.88849850986,"adstockedMedia","2_499_1",1,FALSE
"3818",2020-05-03,63434.5237500282,40672.6637947518,65724.8274442981,6890.50187674317,"adstockedMedia","2_499_1",1,FALSE
"3819",2020-05-10,70712.0256544144,52281.8278564171,66114.5870651036,8177.32605736799,"adstockedMedia","2_499_1",1,FALSE
"3820",2020-05-17,93479.2996107391,57651.6354631567,57253.3325959092,11439.5514724135,"adstockedMedia","2_499_1",1,FALSE
"3821",2020-05-24,75728.0666318752,36056.8375881049,51820.6946133786,15197.2094417736,"adstockedMedia","2_499_1",1,FALSE
"3822",2020-05-31,51626.8887825569,31282.0380779861,56848.4997624442,17699.9944407882,"adstockedMedia","2_499_1",1,FALSE
"3823",2020-06-07,67122.676508396,20474.8836443279,73118.4553835223,16995.2218790537,"adstockedMedia","2_499_1",1,FALSE
"3824",2020-06-14,96593.2983419932,24333.0254558555,81416.4851391084,7640.59219537342,"adstockedMedia","2_499_1",1,FALSE
"3825",2020-06-21,66026.7257141539,36325.4685848809,81071.2757375863,12236.4979241657,"adstockedMedia","2_499_1",1,FALSE
"3826",2020-06-28,87827.4327336192,52977.7482248701,69042.6363446582,13847.0374456678,"adstockedMedia","2_499_1",1,FALSE
"3827",2020-07-05,63160.0367713935,32462.5606774131,69661.9396640403,5667.11592487089,"adstockedMedia","2_499_1",1,FALSE
"3828",2020-07-12,48916.3660211843,48659.9020660076,66972.8509350646,15296.6903331874,"adstockedMedia","2_499_1",1,FALSE
"3829",2020-07-19,36678.1992953342,46360.584732329,73658.9259925323,11810.9285946872,"adstockedMedia","2_499_1",1,FALSE
"3830",2020-07-26,45070.9372999867,47140.9505075308,74397.3859928879,8237.33282471402,"adstockedMedia","2_499_1",1,FALSE
"3831",2020-08-02,53760.7352998818,54190.7537194429,74983.3976515002,15068.3181931709,"adstockedMedia","2_499_1",1,FALSE
"3832",2020-08-09,44683.1619286856,18407.7488845117,76198.0264150554,8516.12788453889,"adstockedMedia","2_499_1",1,FALSE
"3833",2020-08-16,50830.982067065,19240.8647686575,74678.9970180306,14294.4341904927,"adstockedMedia","2_499_1",1,FALSE
"3834",2020-08-23,35369.5476297873,28922.3825555644,64423.6188279658,13763.6308763394,"adstockedMedia","2_499_1",1,FALSE
"3835",2020-08-30,89755.0648483285,41449.3500824692,77707.4136083665,10747.3048480584,"adstockedMedia","2_499_1",1,FALSE
"3836",2020-09-06,93543.2929592781,35573.0296724989,65062.4326399572,5758.77163409219,"adstockedMedia","2_499_1",1,FALSE
"3837",2020-09-13,51541.4923572322,36809.8983997003,65296.7595863448,3396.9273244103,"adstockedMedia","2_499_1",1,FALSE
"3838",2020-09-20,86712.7609740992,28324.4837141318,60798.730398006,9702.15195305776,"adstockedMedia","2_499_1",1,FALSE
"3839",2020-09-27,77697.9750081839,46935.1555290709,54162.4808885993,11093.5314556294,"adstockedMedia","2_499_1",1,FALSE
"3840",2020-10-04,67166.4959510946,28888.4284323628,58650.3202803224,7375.57158485303,"adstockedMedia","2_499_1",1,FALSE
"3841",2020-10-11,42975.7875681514,30796.6422282339,66275.47996396,13051.5011320545,"adstockedMedia","2_499_1",1,FALSE
"3842",2020-10-18,65790.4942347119,18360.802531948,78908.8762879532,17561.2509281358,"adstockedMedia","2_499_1",1,FALSE
"3843",2020-10-25,42773.3384331281,44760.3323264745,74638.5625659376,12859.8948362665,"adstockedMedia","2_499_1",1,FALSE
"3844",2020-11-01,44730.7129690399,31257.4492026755,83673.8335150313,7287.66996354982,"adstockedMedia","2_499_1",1,FALSE
"3845",2020-11-08,65575.719912786,16414.2590697796,76753.9373624008,11023.7713135402,"adstockedMedia","2_499_1",1,FALSE
"3846",2020-11-15,67388.4200598162,14161.3291461979,75560.8632237199,14458.1396839048,"adstockedMedia","2_499_1",1,FALSE
